,data,label
1038,"[127, 772, 64, 1344, 0]",3
1039,"[1292, 551, 9, 1, 86, 772, 64, 1344, 0]",3
1040,"[29, 53, 308, 86, 772, 61, 1344, 0]",3
1041,"[61, 77, 772, 29, 53, 308, 3719, 0]",3
1042,"[61, 47, 1531, 1, 1041, 0]",0
1043,"[61, 47, 509, 1, 103, 0]",3
1044,"[61, 47, 509, 1, 103, 436, 0]",0
1045,"[1, 192, 1531, 1, 1041, 0]",3
1046,"[58, 1, 192, 1531, 1, 1041, 0]",3
1047,"[1, 192, 509, 1, 103, 436, 0]",3
1048,"[3, 1180, 192, 509, 1, 103, 436, 0]",3
1049,"[58, 1, 192, 509, 1, 103, 436, 0]",3
1050,"[61, 47, 509, 3, 103, 0]",3
1051,"[264, 47, 509, 3, 103, 0]",3
1052,"[430, 772, 61, 1344, 0]",3
1053,"[29, 53, 269, 86, 772, 61, 1344, 0]",3
1054,"[15, 928, 95, 82, 0]",3
1055,"[4, 24, 660, 15, 2, 377, 95, 82, 0]",3
1056,"[32, 1345, 23, 44, 0]",0
1057,"[127, 43, 55, 1778, 62, 2728, 0]",3
1058,"[127, 19, 43, 55, 1778, 62, 2728, 83, 5, 10, 12, 2729, 0]",3
1059,"[49, 84, 510, 1528, 13, 1, 211, 764, 46, 257, 0]",3
1060,"[3720, 96, 435, 51, 3, 3721, 0]",3
1061,"[619, 3722, 5, 1, 1532, 1779, 3723, 11, 62, 23, 3, 425, 0]",3
1062,"[30, 220, 9, 35, 20, 2730, 191, 14]",3
1063,"[30, 220, 9, 2730, 20, 10, 191, 14]",3
1064,"[22, 115, 2, 62, 2, 18, 482, 0]",3
1065,"[22, 115, 2, 35, 2, 18, 482, 0]",3
1066,"[7, 24, 191, 30, 94, 9, 62, 14]",3
1067,"[264, 301, 25, 1346, 306, 2, 1, 1306, 2, 18, 2731, 0]",3
1068,"[264, 301, 25, 1346, 495, 2, 1, 1306, 2, 18, 2731, 0]",3
1069,"[188, 220, 9, 505, 552, 1, 138, 2, 1780, 2, 18, 3724, 0]",0
1070,"[264, 301, 25, 1346, 540, 2, 1, 1306, 5, 34, 43, 1042, 926, 0]",0
1071,"[143, 1156, 75, 62, 1781, 7, 29, 53, 193, 623, 0]",3
1072,"[143, 1156, 75, 62, 1782, 7, 553, 53, 57, 2142, 3725, 0]",0
1073,"[30, 94, 5, 7, 542, 36, 1, 230, 20, 10, 923, 2, 3726, 13, 31, 179, 14]",3
1074,"[30, 925, 5, 7, 3727, 20, 10, 3728, 14]",3
1075,"[17, 267, 1347, 2732, 2, 2733, 0]",3
1076,"[17, 267, 38, 2111, 2732, 2, 2733, 0]",3
1077,"[1, 150, 5, 1, 1533, 1181, 396, 1, 132, 0]",3
1078,"[1, 132, 5, 1, 150, 5, 1, 1533, 1181, 396, 722, 0]",0
1079,"[326, 107, 707, 33, 907, 0]",3
1080,"[326, 707, 107, 33, 907, 0]",0
1081,"[3, 1783, 30, 4, 43, 1784, 131, 204, 0]",3
1082,"[4, 66, 3, 1783, 30, 4, 43, 1784, 2, 56, 388, 0]",3
1083,"[4, 66, 3, 1783, 2, 56, 388, 30, 4, 43, 1784, 0]",3
1084,"[10, 695, 1, 511, 80, 30, 84, 3729, 0]",3
1085,"[48, 20, 22, 166, 554, 11, 14]",0
1086,"[48, 3730, 8, 3731, 7, 3732, 718, 11, 22, 622, 14]",0
1087,"[19, 20, 17, 191, 1785, 2734, 1, 2735, 541, 14]",3
1088,"[175, 20, 17, 191, 1785, 2734, 1, 2735, 541, 14]",3
1089,"[45, 15, 81, 1, 100, 19, 17, 68, 14]",3
1090,"[45, 15, 81, 1, 100, 175, 17, 68, 14]",3
1091,"[1, 395, 1043, 1, 1044, 9, 1, 1045, 21, 1, 1046, 9, 1, 723, 0]",3
1092,"[180, 6, 1, 3733, 30, 4, 396, 1, 100, 19, 310, 36, 227, 231, 0]",0
1093,"[241, 25, 1, 3734, 30, 91, 1786, 1, 575, 5, 248, 43, 2150, 14]",0
1094,"[19, 20, 10, 392, 19, 4, 12, 2736, 26, 2, 448, 54, 14]",0
1095,"[19, 20, 10, 392, 2, 448, 54, 19, 4, 12, 2736, 26, 14]",3
1096,"[320, 41, 20, 15, 357, 14]",3
1097,"[10, 24, 59, 1, 765, 1348, 64, 103, 11, 64, 993, 0]",3
1098,"[48, 103, 24, 10, 59, 1, 765, 1348, 64, 103, 11, 14]",0
1099,"[48, 103, 24, 10, 59, 1, 765, 1348, 11, 64, 993, 14]",0
1100,"[4, 81, 19, 6, 2151, 36, 7, 0]",3
1101,"[4, 81, 3, 100, 2151, 36, 7, 0]",3
1102,"[7, 6, 135, 53, 3735, 0]",3
1103,"[7, 6, 135, 53, 22, 6, 0]",3
1104,"[4, 126, 2, 71, 0]",3
1105,"[3736, 257, 6, 625, 23, 44, 0]",3
1106,"[1, 2152, 342, 204, 1, 1787, 0]",3
1107,"[1, 2152, 342, 1, 1787, 204, 0]",3
1108,"[4, 666, 394, 58, 9, 1, 192, 46, 667, 54, 0]",3
1109,"[4, 339, 3, 47, 19, 12, 188, 213, 0]",0
1110,"[4, 339, 73, 188, 47, 213, 0]",3
1111,"[4, 147, 174, 2, 904, 1182, 19, 6, 0]",0
1112,"[4, 1183, 1, 929, 30, 12, 46, 2737, 54, 0]",0
1113,"[10, 1788, 1, 410, 2, 3, 1047, 1501, 0]",3
1114,"[10, 1788, 2, 3, 1047, 1501, 1, 410, 0]",0
1115,"[10, 1788, 2, 3, 1047, 1501, 1, 410, 30, 0]",3
1116,"[10, 310, 1, 297, 65, 1, 2738, 0]",3
1117,"[10, 310, 65, 1, 2738, 1, 297, 0]",0
1118,"[34, 2153, 1, 668, 52, 76, 1789, 0]",3
1119,"[34, 2153, 52, 2, 1789, 1, 668, 0]",0
1120,"[34, 2153, 52, 76, 1789, 1, 668, 23, 1, 2154, 2, 930, 3, 2119, 46, 3737, 2, 215, 0]",3
1121,"[4, 288, 2, 18, 1349, 64, 475, 30, 4, 773, 54, 21, 1, 247, 299, 0]",3
1122,"[4, 288, 1349, 64, 475, 30, 4, 773, 54, 21, 56, 247, 299, 0]",3
1123,"[4, 471, 2, 18, 3, 318, 1, 317, 19, 108, 1, 3738, 842, 0]",0
1124,"[20, 5, 7, 481, 54, 277, 15, 14]",0
1125,"[20, 1, 575, 5, 7, 481, 54, 277, 15, 14]",3
1126,"[5, 5, 7, 481, 54, 1184, 42, 12, 219, 0]",0
1127,"[4, 126, 1, 575, 5, 22, 60, 2, 2155, 3, 1048, 0]",3
1128,"[4, 126, 16, 2, 2155, 3, 1048, 5, 22, 60, 0]",3
1129,"[48, 48, 4, 104, 582, 394, 170, 44, 0]",0
1130,"[48, 1, 838, 30, 4, 104, 582, 394, 170, 44, 0]",3
1131,"[48, 1, 838, 582, 30, 4, 104, 394, 170, 44, 0]",3
1132,"[4, 131, 80, 26, 3, 87, 19, 5, 7, 481, 54, 1184, 0]",0
1133,"[4, 131, 80, 26, 3, 87, 19, 16, 1184, 5, 7, 481, 54, 0]",3
1134,"[4, 1022, 3, 47, 19, 12, 1790, 1, 658, 56, 1185, 0]",3
1135,"[4, 1022, 56, 1185, 3, 47, 19, 12, 1790, 1, 658, 0]",0
1136,"[37, 144, 3, 47, 19, 12, 587, 1, 337, 142, 16, 305, 96, 555, 0]",3
1137,"[32, 666, 56, 209, 8, 19, 43, 221, 588, 2156, 8, 54, 0]",0
1138,"[32, 452, 56, 209, 8, 19, 43, 221, 588, 2156, 8, 178, 0]",0
1139,"[34, 66, 56, 209, 8, 19, 43, 221, 588, 2156, 8, 16, 0]",0
1140,"[10, 931, 16, 80, 0]",3
1141,"[10, 931, 80, 16, 0]",0
1142,"[10, 931, 80, 5, 0]",0
1143,"[10, 931, 626, 80, 0]",3
1144,"[10, 931, 80, 626, 0]",0
1145,"[10, 931, 546, 80, 0]",3
1146,"[10, 931, 1, 345, 80, 0]",3
1147,"[10, 931, 80, 1, 345, 0]",3
1148,"[4, 111, 35, 16, 0]",0
1149,"[4, 111, 35, 5, 0]",3
1150,"[4, 111, 35, 546, 0]",3
1151,"[32, 452, 1, 47, 19, 10, 43, 378, 26, 35, 178, 0]",0
1152,"[34, 66, 1, 723, 30, 10, 43, 378, 26, 35, 2, 44, 0]",3
1153,"[10, 314, 483, 64, 512, 19, 43, 55, 1791, 13, 1, 2739, 0]",0
1154,"[10, 314, 64, 512, 19, 43, 55, 1791, 13, 1, 2739, 483, 0]",0
1155,"[4, 2157, 21, 1158, 218, 58, 1, 86, 19, 43, 920, 80, 1, 1792, 13, 56, 249, 0]",0
1156,"[4, 2157, 13, 1158, 58, 1, 86, 19, 920, 80, 1, 1792, 13, 56, 249, 218, 0]",0
1157,"[4, 2157, 21, 1158, 58, 1, 77, 1049, 218, 19, 920, 80, 1, 1792, 13, 56, 249, 0]",3
1158,"[1, 323, 378, 2, 1, 2740, 19, 43, 1162, 294, 46, 1, 3739, 0]",0
1159,"[10, 616, 2, 59, 21, 127, 19, 10, 98, 28, 96, 0]",0
1160,"[10, 616, 2, 59, 127, 19, 10, 98, 28, 96, 21, 0]",0
1161,"[4, 1793, 1, 3740, 19, 1, 47, 19, 43, 55, 56, 3741, 13, 56, 3742, 379, 43, 3743, 44, 2, 445, 105, 4, 117, 2, 3744, 449, 0]",0
1162,"[91, 1050, 52, 5, 47, 98, 0]",3
1163,"[91, 1050, 96, 5, 47, 0]",3
1164,"[4, 81, 3, 47, 19, 91, 1050, 52, 98, 0]",0
1165,"[4, 81, 3, 47, 19, 91, 1050, 96, 0]",3
1166,"[91, 1050, 1, 247, 5, 5, 47, 1050, 0]",3
1167,"[3745, 1050, 1, 247, 5, 5, 47, 98, 0]",3
1168,"[7, 6, 135, 53, 5, 47, 6, 0]",3
1169,"[6, 135, 53, 5, 47, 0]",3
1170,"[4, 81, 3, 47, 19, 7, 6, 135, 53, 6, 0]",0
1171,"[7, 6, 52, 200, 52, 5, 47, 0]",3
1172,"[4, 81, 3, 47, 19, 7, 6, 52, 200, 52, 6, 0]",0
1173,"[4, 81, 3, 47, 19, 7, 6, 52, 200, 52, 0]",3
1174,"[17, 38, 107, 165, 3, 47, 19, 6, 135, 53, 7, 6, 0]",3
1175,"[17, 38, 107, 165, 3, 47, 19, 6, 135, 53, 7, 0]",3
1176,"[17, 38, 107, 165, 3, 47, 135, 53, 7, 0]",3
1177,"[17, 38, 107, 165, 3, 47, 135, 53, 7, 6, 0]",0
1178,"[17, 38, 107, 165, 52, 200, 3, 47, 52, 7, 6, 0]",0
1179,"[17, 38, 107, 165, 52, 200, 3, 47, 52, 7, 0]",3
1180,"[1, 1051, 51, 39, 774, 2, 1530, 0]",3
1181,"[2741, 511, 51, 454, 2, 3746, 0]",3
1182,"[2741, 511, 6, 285, 1, 2158, 0]",3
1183,"[4, 81, 3, 135, 47, 53, 7, 0]",3
1184,"[1, 2159, 9, 1, 2160, 1721, 44, 0]",3
1185,"[10, 198, 331, 5, 4, 81, 3, 135, 47, 53, 7, 8, 72, 331, 20, 28, 97, 16, 0]",3
1186,"[4, 3747, 105, 22, 330, 2, 904, 44, 8, 72, 4, 20, 93, 3748, 0]",3
1187,"[4, 173, 449, 2, 7, 21, 1534, 75, 1, 925, 5, 1, 2159, 9, 1, 2160, 1721, 44, 8, 11, 2, 31, 1186, 21, 3749, 0]",3
1188,"[4, 89, 3, 1052, 30, 12, 75, 5, 47, 0]",3
1189,"[4, 89, 3, 1052, 75, 5, 47, 0]",3
1190,"[1, 47, 19, 4, 89, 3, 1052, 30, 12, 75, 6, 233, 0]",0
1191,"[1, 47, 19, 4, 89, 3, 1052, 75, 6, 233, 0]",3
1192,"[4, 89, 5, 22, 43, 260, 44, 0]",3
1193,"[4, 89, 5, 22, 43, 260, 257, 0]",0
1194,"[1053, 5, 10, 12, 621, 24, 18, 416, 0]",3
1195,"[1053, 24, 18, 416, 5, 10, 12, 621, 0]",3
1196,"[5, 1, 2161, 43, 55, 1794, 12, 3750, 837, 40, 31, 932, 0]",3
1197,"[22, 198, 44, 546, 1054, 1535, 5, 281, 258, 28, 1305, 0]",3
1198,"[33, 6, 3, 245, 30, 4, 147, 174, 2, 191, 2, 16, 5, 56, 1186, 1002, 0]",3
1199,"[33, 6, 3, 245, 30, 4, 147, 174, 2, 191, 5, 56, 1186, 1002, 0]",3
1200,"[933, 201, 3, 87, 19, 6, 1536, 9, 2162, 0]",3
1201,"[933, 201, 3, 87, 19, 6, 311, 2162, 0]",3
1202,"[933, 201, 3, 87, 19, 6, 282, 26, 2162, 0]",3
1203,"[19, 98, 933, 81, 3, 87, 19, 6, 1536, 9, 14, 0]",0
1204,"[19, 98, 933, 81, 3, 87, 19, 6, 311, 14]",0
1205,"[19, 98, 933, 81, 3, 87, 19, 6, 282, 26, 14]",0
1206,"[19, 98, 933, 81, 3, 87, 1536, 9, 14]",0
1207,"[19, 98, 933, 81, 3, 87, 311, 14]",0
1208,"[19, 98, 933, 81, 3, 87, 282, 26, 14]",0
1209,"[4, 106, 1, 278, 5, 1350, 12, 480, 33, 245, 0]",3
1210,"[4, 106, 5, 1350, 12, 480, 33, 245, 0]",3
1211,"[1, 245, 30, 4, 106, 1, 278, 5, 1350, 12, 480, 6, 119, 0]",0
1212,"[1, 245, 30, 4, 106, 5, 1350, 12, 480, 6, 119, 0]",3
1213,"[2742, 820, 62, 0]",3
1214,"[2742, 6, 1494, 0, 40, 62, 0]",0
1215,"[1, 47, 19, 413, 281, 279, 83, 1, 1351, 50, 18, 1187, 0]",3
1216,"[1, 1351, 30, 1, 47, 19, 413, 281, 279, 83, 50, 18, 1187, 12, 3, 2163, 448, 0]",3
1217,"[1, 47, 19, 413, 16, 83, 1, 1351, 50, 18, 1187, 0]",3
1218,"[1, 1351, 30, 1, 47, 19, 413, 16, 83, 50, 18, 1187, 12, 3, 2163, 448, 0]",0
1219,"[1, 2164, 837, 5, 2743, 43, 2744, 35, 0]",3
1220,"[5, 2743, 43, 2744, 35, 12, 837, 40, 1, 2164, 0]",3
1221,"[1, 153, 30, 4, 206, 1768, 1, 278, 5, 1, 483, 2745, 1352, 2, 202, 1353, 0]",0
1222,"[1, 153, 30, 4, 206, 1768, 513, 25, 278, 5, 1, 483, 2745, 1352, 2, 202, 1353, 0]",0
1223,"[1, 153, 30, 4, 27, 514, 5, 1, 483, 24, 1055, 1352, 2, 202, 1353, 0]",3
1224,"[1, 153, 30, 4, 24, 27, 3, 3751, 2, 1055, 1352, 2, 202, 1353, 0]",3
1225,"[1, 153, 30, 4, 24, 321, 3, 668, 23, 156, 2, 1055, 1352, 2, 202, 1353, 0]",3
1226,"[1, 153, 30, 4, 24, 321, 3, 668, 5, 32, 1055, 1352, 2, 202, 1353, 0]",3
1227,"[4, 1289, 0]",3
1228,"[251, 3752, 0]",3
1229,"[22, 66, 44, 202, 2165, 0]",3
1230,"[4, 542, 3, 2746, 0]",3
1231,"[251, 108, 2166, 0]",3
1232,"[22, 108, 3, 1354, 2, 44, 9, 202, 2165, 0]",3
1233,"[619, 66, 1, 134, 3, 2747, 0]",3
1234,"[4, 27, 3, 1355, 5, 1795, 24, 448, 54, 0]",3
1235,"[253, 540, 5, 33, 1056, 6, 2167, 0]",3
1236,"[253, 540, 33, 1056, 6, 2167, 0]",3
1237,"[1, 770, 5, 33, 1056, 6, 2167, 6, 625, 0]",3
1238,"[4, 27, 514, 1, 483, 24, 1055, 1, 153, 0]",3
1239,"[4, 27, 3, 1355, 1, 483, 24, 1055, 1, 153, 0]",3
1240,"[4, 108, 3, 668, 32, 1055, 1, 153, 0]",0
1241,"[556, 25, 278, 5, 2168, 6, 3753, 6, 3754, 0]",3
1242,"[32, 51, 1768, 140, 278, 5, 484, 3755, 51, 1796, 0]",3
1243,"[2748, 6, 1285, 1797, 25, 278, 5, 705, 6, 553, 53, 119, 0]",0
1244,"[2748, 6, 1285, 1, 278, 5, 705, 6, 553, 53, 119, 0]",3
1245,"[4, 27, 91, 25, 1355, 5, 1, 483, 24, 1055, 1, 153, 0]",0
1246,"[3756, 542, 3757, 25, 2746, 0]",0
1247,"[22, 108, 513, 25, 3758, 2, 44, 9, 202, 2165, 0]",0
1248,"[619, 66, 1, 134, 3759, 25, 2747, 0]",0
1249,"[1, 47, 19, 12, 1155, 40, 2169, 253, 131, 2151, 0]",3
1250,"[265, 6, 2749, 5, 15, 258, 28, 474, 16, 0]",3
1251,"[265, 6, 2749, 15, 258, 28, 474, 16, 0]",3
1252,"[1, 278, 15, 258, 28, 474, 16, 6, 275, 108, 40, 265, 0]",0
1253,"[15, 1138, 174, 2, 724, 435, 82, 9, 143, 627, 0]",3
1254,"[4, 504, 2, 22, 75, 62, 0]",3
1255,"[10, 83, 5, 62, 12, 1537, 0]",0
1256,"[4, 81, 3, 47, 19, 429, 44, 0]",3
1257,"[4, 81, 3, 47, 19, 429, 257, 0]",0
1258,"[4, 89, 35, 269, 3760, 75, 62, 0]",3
1259,"[4, 89, 35, 2750, 25, 1052, 75, 62, 0]",0
1260,"[4, 81, 269, 192, 19, 51, 311, 44, 0]",3
1261,"[4, 81, 269, 192, 311, 44, 0]",3
1262,"[4, 81, 269, 192, 311, 257, 0]",0
1263,"[15, 51, 76, 2751, 26, 79, 19, 51, 1536, 9, 15, 0]",3
1264,"[4, 2752, 36, 64, 138, 19, 84, 1790, 44, 0]",3
1265,"[4, 2752, 36, 64, 138, 1790, 44, 0]",3
1266,"[48, 993, 24, 10, 59, 1, 765, 1348, 64, 103, 11, 14]",0
1267,"[48, 103, 24, 10, 59, 1, 765, 1348, 11, 64, 993, 0]",0
1268,"[1, 3761, 30, 515, 830, 11, 2170, 3762, 6, 3763, 0]",0
1269,"[1, 725, 19, 1183, 42, 1798, 11, 1, 2171, 2172, 56, 775, 12, 3, 1799, 0]",0
1270,"[30, 1798, 20, 1, 725, 2173, 11, 14]",0
1271,"[1, 2171, 19, 1, 725, 1183, 42, 1798, 11, 2172, 56, 775, 12, 3, 2753, 1057, 0]",0
1272,"[320, 775, 20, 1, 725, 2173, 42, 1798, 11, 1, 2171, 3764, 14]",0
1273,"[3765, 437, 1, 843, 8, 11, 113, 844, 8, 11, 3766, 3767, 0]",3
1274,"[4, 131, 2, 1, 256, 11, 99, 64, 1058, 0]",3
1275,"[4, 131, 2, 1, 256, 11, 3768, 99, 64, 1058, 0]",3
1276,"[180, 25, 1, 1058, 30, 4, 131, 2, 1, 256, 11, 99, 0]",3
1277,"[180, 25, 1, 1058, 30, 4, 131, 2, 1, 256, 11, 726, 99, 0]",3
1278,"[333, 38, 3, 1800, 11, 2754, 23, 3, 200, 725, 0]",3
1279,"[1, 200, 725, 19, 333, 38, 3, 1800, 11, 2754, 23, 6, 2133, 2, 35, 0]",0
1280,"[1, 2174, 30, 4, 131, 2, 1, 934, 11, 20, 28, 250, 54, 24, 582, 156, 3, 368, 9, 153, 0]",0
1281,"[4, 131, 2, 1, 256, 11, 27, 99, 64, 2755, 1058, 0]",3
1282,"[1, 2755, 1058, 30, 4, 131, 2, 1, 256, 11, 27, 99, 12, 139, 1789, 0]",0
1283,"[4, 131, 2, 1, 256, 2, 166, 64, 1058, 0]",3
1284,"[333, 38, 3, 1800, 2, 3769, 23, 3, 200, 725, 0]",0
1285,"[4, 131, 2, 1, 934, 39, 2, 250, 1, 2174, 54, 0]",0
1286,"[4, 131, 2, 1, 934, 2, 39, 250, 1, 2174, 54, 0]",0
1287,"[4, 131, 2, 1, 256, 2, 27, 99, 64, 1058, 0]",0
1288,"[37, 25, 457, 11, 2175, 42, 332, 397, 0]",3
1289,"[4, 216, 117, 2, 261, 11, 357, 5, 1356, 0]",3
1290,"[355, 2756, 181, 15, 2, 18, 469, 11, 506, 102, 2757, 0]",3
1291,"[1, 1356, 30, 4, 216, 117, 2, 261, 11, 357, 2176, 1, 228, 2, 1, 2758, 0]",3
1292,"[30, 2757, 98, 355, 2756, 126, 44, 2, 18, 469, 11, 506, 14]",3
1293,"[1, 100, 1492, 13, 3, 1538, 11, 1, 87, 13, 3, 1539, 1801, 0]",3
1294,"[30, 100, 1492, 13, 3, 1538, 11, 1, 87, 13, 3, 1539, 1801, 14]",0
1295,"[1, 1538, 30, 1, 100, 1492, 13, 11, 1, 87, 13, 3, 1539, 1801, 2177, 2, 924, 251, 0]",0
1296,"[1, 87, 19, 1, 40, 1492, 13, 3, 1538, 11, 13, 3, 1539, 72, 38, 3, 3770, 21, 42, 897, 0]",0
1297,"[30, 1539, 1801, 98, 1, 100, 238, 13, 3, 1538, 11, 1, 87, 13, 14]",0
1298,"[1, 2759, 2760, 19, 1802, 131, 2, 1, 934, 26, 24, 2761, 44, 2762, 1, 2763, 0]",3
1299,"[1, 2759, 2760, 19, 1802, 11, 131, 2, 1, 934, 24, 2761, 44, 2762, 1, 2763, 0]",0
1300,"[1, 2764, 30, 2765, 99, 46, 44, 11, 2766, 2178, 35, 582, 35, 3, 2767, 0]",0
1301,"[1, 2764, 30, 2765, 8, 19, 2766, 2178, 8, 99, 46, 44, 582, 35, 3, 2767, 0]",3
1302,"[113, 123, 18, 398, 8, 11, 127, 168, 845, 1059, 6, 398, 0]",3
1303,"[113, 123, 18, 8, 11, 127, 168, 845, 1059, 6, 8, 398, 0]",3
1304,"[91, 773, 143, 1540, 8, 11, 4, 437, 143, 1540, 8, 11, 1797, 24, 2179, 143, 1540, 0]",3
1305,"[91, 773, 8, 11, 4, 437, 8, 11, 1797, 24, 2179, 8, 143, 1540, 0]",3
1306,"[91, 773, 8, 11, 4, 437, 64, 3771, 8, 11, 1797, 24, 2179, 8, 143, 1540, 0]",0
1307,"[86, 19, 2108, 1, 2180, 380, 137, 19, 45, 39, 45, 1, 229, 24, 18, 1541, 0]",3
1308,"[86, 19, 2108, 1, 2180, 380, 24, 18, 1541, 137, 86, 19, 45, 39, 45, 1, 229, 24, 18, 1541, 0]",3
1309,"[7, 38, 55, 2181, 40, 1, 1060, 11, 4, 147, 774, 10, 173, 449, 0]",3
1310,"[4, 3772, 54, 1, 1757, 11, 113, 846, 1, 103, 204, 0]",3
1311,"[374, 253, 158, 39, 18, 3, 2182, 8, 114, 79, 27, 369, 16, 11, 4, 90, 93, 76, 0]",3
1312,"[374, 253, 158, 39, 18, 3, 2182, 8, 114, 79, 27, 369, 11, 4, 90, 93, 76, 0]",0
1313,"[105, 20, 15, 217, 289, 11, 48, 20, 15, 1172, 44, 14]",3
1314,"[321, 435, 1357, 0]",3
1315,"[20, 3773, 448, 54, 11, 20, 15, 280, 1803, 14]",3
1316,"[113, 25, 233, 11, 48, 20, 15, 1172, 44, 14]",0
1317,"[321, 435, 1357, 11, 4, 117, 233, 0]",0
1318,"[48, 51, 15, 236, 137, 20, 15, 280, 1803, 14]",0
1319,"[30, 100, 11, 1, 87, 2768, 14]",0
1320,"[4, 147, 1537, 11, 20, 15, 280, 1803, 14]",0
1321,"[19, 104, 48, 14]",3
1322,"[48, 1804, 105, 14]",3
1323,"[19, 66, 48, 2, 175, 14]",3
1324,"[85, 273, 20, 33, 610, 9, 3774, 129, 11, 19, 66, 48, 2, 175, 14]",3
1325,"[4, 68, 15, 49, 11, 19, 104, 48, 14]",0
1326,"[48, 1804, 105, 11, 4, 727, 15, 16, 50, 14]",0
1327,"[277, 321, 435, 1357, 11, 4, 173, 935, 1, 843, 0]",3
1328,"[15, 277, 321, 435, 1357, 11, 4, 173, 935, 1, 843, 0]",3
1329,"[212, 24, 18, 13, 1, 3775, 696, 379, 11, 652, 12, 3776, 129, 293, 0]",3
1330,"[936, 6, 1358, 213, 1359, 408, 53, 4, 63, 1360, 128, 0]",3
1331,"[4, 126, 2, 1542, 5, 1061, 121, 1361, 16, 384, 0]",3
1332,"[110, 1062, 1, 1805, 13, 3777, 16, 54, 0]",3
1333,"[1, 1359, 30, 936, 6, 1358, 213, 408, 53, 4, 63, 1360, 51, 669, 1187, 8, 74, 4, 45, 268, 93, 0]",0
1334,"[1, 1805, 30, 110, 1062, 13, 1502, 54, 12, 1, 375, 1354, 9, 56, 2769, 355, 2770, 0]",3
1335,"[4, 126, 2, 1542, 5, 1061, 121, 3778, 16, 585, 1361, 16, 384, 0]",3
1336,"[936, 6, 1358, 213, 1359, 408, 53, 4, 63, 1360, 1, 2183, 0]",3
1337,"[4, 126, 2, 1542, 5, 1061, 121, 1361, 384, 1, 2184, 0]",3
1338,"[110, 1062, 1, 1805, 13, 1502, 54, 1, 2771, 0]",3
1339,"[4, 90, 3779, 158, 27, 460, 1, 2183, 30, 936, 6, 1358, 213, 1359, 408, 53, 4, 63, 1360, 0]",0
1340,"[1, 2184, 30, 4, 126, 2, 1542, 5, 1061, 121, 1361, 384, 6, 1508, 3, 3780, 0]",0
1341,"[1, 1359, 30, 936, 6, 1358, 213, 408, 53, 4, 63, 1360, 1, 2183, 51, 669, 1187, 8, 74, 4, 45, 268, 93, 0]",3
1342,"[4, 2185, 5, 1, 1061, 30, 4, 126, 2, 1542, 121, 1361, 384, 1, 2184, 158, 64, 3781, 0]",3
1343,"[1, 1805, 30, 110, 1062, 13, 1502, 1, 2771, 54, 12, 1, 375, 1354, 9, 56, 2769, 355, 2770, 0]",3
1344,"[1, 1359, 30, 936, 6, 1358, 213, 408, 53, 4, 63, 1360, 128, 51, 669, 1187, 8, 74, 4, 45, 268, 93, 0]",3
1345,"[723, 30, 1, 395, 1043, 1, 1044, 9, 1, 1045, 21, 1, 1046, 9, 51, 2772, 1362, 0]",3
1346,"[723, 1, 1046, 9, 30, 1, 395, 1043, 1, 1044, 9, 1, 1045, 21, 394, 267, 59, 44, 2, 315, 0]",3
1347,"[723, 1, 1045, 21, 1, 1046, 9, 30, 1, 395, 1043, 1, 1044, 9, 51, 3, 1762, 2773, 9, 834, 2774, 0]",3
1348,"[723, 1, 1044, 9, 1, 1045, 21, 1, 1046, 9, 30, 1, 395, 1043, 78, 18, 2186, 0]",3
1349,"[723, 9, 30, 1, 395, 1043, 1, 1044, 9, 1, 1045, 21, 1, 1046, 51, 2772, 1362, 0]",0
1350,"[723, 21, 1, 1046, 9, 30, 1, 395, 1043, 1, 1044, 9, 1, 1045, 394, 267, 59, 44, 2, 315, 0]",0
1351,"[723, 9, 1, 1045, 21, 1, 1046, 9, 30, 1, 395, 1043, 1, 1044, 51, 1762, 2773, 9, 834, 2774, 0]",0
1352,"[10, 38, 109, 40, 290, 1806, 2187, 0]",3
1353,"[30, 1806, 2187, 98, 10, 27, 109, 40, 14]",3
1354,"[40, 30, 1806, 2187, 98, 10, 27, 109, 14]",0
1355,"[1, 100, 19, 4, 1793, 22, 11, 12, 2775, 0]",0
1356,"[1, 100, 22, 11, 19, 4, 1793, 12, 2775, 0]",0
1357,"[34, 24, 159, 44, 3, 245, 30, 4, 81, 5, 4, 258, 28, 96, 0]",3
1358,"[34, 24, 159, 44, 3, 245, 5, 4, 258, 28, 96, 30, 4, 81, 0]",0
1359,"[1, 100, 320, 776, 25, 3782, 32, 452, 178, 1807, 156, 0]",3
1360,"[1, 100, 320, 776, 25, 32, 452, 847, 178, 1807, 156, 0]",0
1361,"[1, 100, 320, 32, 452, 776, 25, 776, 25, 847, 178, 1807, 156, 0]",0
1362,"[4, 147, 174, 2, 447, 22, 2, 321, 1, 188, 2776, 485, 54, 143, 2777, 1151, 0]",3
1363,"[143, 2777, 4, 147, 174, 2, 447, 22, 2, 321, 1, 188, 2776, 485, 54, 1151, 0]",3
1364,"[1, 100, 25, 3783, 1049, 847, 32, 452, 178, 0]",3
1365,"[1, 100, 25, 776, 25, 32, 452, 847, 178, 0]",0
1366,"[1, 100, 25, 32, 452, 776, 25, 847, 178, 0]",0
1367,"[32, 452, 178, 1, 100, 25, 776, 25, 847, 0]",3
1368,"[32, 452, 847, 178, 1, 100, 25, 776, 25, 0]",0
