,data,label
1844,"[4, 94, 3451, 113]",0
1845,"[2539, 74, 2540, 467]",0
1846,"[36, 301, 755, 374, 2053, 2399]",0
1847,"[36, 301, 755, 374, 2053, 336]",0
1848,"[2539, 50, 26, 2540, 12, 9, 2538]",3
1849,"[2539, 50, 26, 2540, 12, 9, 113]",3
1850,"[36, 301, 755, 374, 2053, 14, 9, 2541]",3
1851,"[36, 301, 755, 374, 2053, 45, 9, 151]",3
1852,"[5283, 126, 736, 45, 74, 421]",0
1853,"[5284, 126, 736, 45, 74, 421]",3
1854,"[5285, 4, 94, 343]",0
1855,"[5286, 4, 94, 343]",3
1856,"[5287, 3452, 74, 482]",0
1857,"[5288, 3452, 74, 482]",3
1858,"[5289, 126, 301, 755, 374, 649]",0
1859,"[5290, 126, 301, 755, 374, 649]",3
1860,"[4, 69, 18, 9, 3453, 511, 88, 434, 34, 1079]",0
1861,"[4, 69, 18, 9, 45, 3453, 847, 88, 434, 34, 1079]",3
1862,"[4, 932, 235, 11, 0, 3454, 120, 1534, 88, 434, 34, 1079]",0
1863,"[4, 932, 25, 235, 11, 0, 3454, 120, 3455, 88, 434, 34, 1079]",3
1864,"[4, 478, 1, 71, 0, 1660, 511, 5, 1080, 3456, 244, 2542, 467]",0
1865,"[4, 478, 1, 45, 71, 0, 1660, 847, 5, 1080, 3456, 244, 2542, 467]",3
1866,"[4, 199, 69, 5, 80, 23, 5291, 247, 256, 5, 14, 10, 3, 5292, 99, 57, 0, 5293]",3
1867,"[375, 0, 97, 23, 0, 517, 31, 126, 5294, 76, 5295, 139, 30, 184, 1, 3457, 1, 2543, 667, 5296]",3
1868,"[2544, 5, 1080, 23, 0, 3447, 3448, 9, 45, 33, 250, 3, 486, 5297, 5298, 1987]",3
1869,"[5299, 6, 3, 1080, 23, 16, 16, 45, 1, 3458, 11, 717, 41, 13, 1425]",3
1870,"[2545, 5300, 6, 3, 1693, 31, 441, 5301, 588, 1655, 90, 12, 197, 102]",3
1871,"[3459, 23, 6, 0, 3460, 8, 234, 3461, 112, 0, 483, 11, 714, 3462]",3
1872,"[3459, 9, 14, 6, 0, 3460, 8, 234, 3461, 112, 0, 483, 11, 714, 3462]",3
1873,"[226, 1081, 23, 1694, 1426, 6, 3, 1695]",0
1874,"[224, 1081, 23, 1694, 1426, 6, 3, 1695]",0
1875,"[137, 1081, 23, 1694, 1426, 6, 3, 1695]",0
1876,"[226, 1081, 9, 14, 1694, 1426, 6, 3, 1695]",0
1877,"[224, 1081, 9, 14, 1694, 1426, 6, 3, 1695]",0
1878,"[542, 509, 5302, 23, 6, 695, 5303, 1426, 3, 5304]",3
1879,"[1672, 1696, 964, 39, 307, 5, 2546]",3
1880,"[65, 39, 714, 1696, 964, 307, 5, 2546]",3
1881,"[48, 1697, 29, 714, 1696, 964, 307, 102]",3
1882,"[65, 17, 13, 3, 597, 11, 2547, 1698]",3
1883,"[65, 17, 13, 0, 597, 11, 2547, 1698]",0
1884,"[277, 17, 22, 3, 597, 11, 25, 1698]",3
1885,"[48, 1697, 29, 714, 1696, 964, 307, 848]",0
1886,"[48, 1697, 29, 714, 1696, 964, 307, 0, 2054]",0
1887,"[2547, 2055, 17, 22, 3, 597, 11, 102]",3
1888,"[65, 6, 3, 597, 11, 247, 2548, 1699, 1700, 1427]",0
1889,"[247, 2548, 1699, 1700, 1972, 29, 3, 2329]",0
1890,"[247, 5305, 29, 3, 597, 11, 524, 1699, 1700, 1427]",3
1891,"[7, 29, 3, 597, 11, 25, 2548, 1699, 1700, 1427]",0
1892,"[7, 29, 3, 597, 11, 0, 1699, 1700, 1972, 8, 25, 5306]",3
1893,"[65, 39, 714, 3463, 11, 0, 455, 9, 616]",3
1894,"[2, 455, 29, 714, 3463, 11, 26, 9, 0, 616]",0
1895,"[65, 6, 3, 2549, 15, 0, 1217, 8, 3464, 3465, 1155]",3
1896,"[2419, 29, 3, 2549, 15, 0, 1217, 8, 25, 3465, 1155]",0
1897,"[3464, 708, 29, 3, 2549, 15, 0, 1217, 8, 42, 1155]",3
1898,"[65, 6, 3, 597, 11, 0, 5307, 31, 5308, 101, 11, 1079]",3
1899,"[65, 10, 67, 2550, 11, 0, 754, 3384, 1648]",3
1900,"[65, 10, 3, 920, 307, 0, 235, 116, 10, 598, 634]",3
1901,"[7, 33, 67, 2550, 11, 0, 754, 14, 1648]",3
1902,"[7, 33, 67, 2550, 11, 0, 754, 716, 1648]",0
1903,"[116, 33, 3, 920, 307, 0, 235, 407, 10, 598, 634]",3
1904,"[116, 33, 3, 920, 307, 0, 235, 14, 10, 598, 634]",3
1905,"[65, 10, 3, 3466, 3467, 15, 0, 206, 31, 0, 235, 3468]",3
1906,"[65, 10, 3, 920, 307, 0, 235, 0, 198, 1678, 10, 598, 634]",3
1907,"[2, 235, 33, 3, 3466, 3467, 15, 0, 206, 31, 26, 3468]",0
1908,"[48, 532, 29, 3, 597, 11, 0, 5309, 31, 26, 6, 2056, 1641]",0
1909,"[2, 198, 1678, 33, 3, 920, 307, 0, 235, 31, 26, 10, 598, 634]",0
1910,"[65, 76, 293, 1199, 89, 2551, 16, 53, 1, 47, 223, 2552]",3
1911,"[2, 840, 3469, 31, 140, 76, 293, 1199, 89, 2551, 16, 53, 1, 47, 223, 5310, 547, 84, 1, 22, 46, 627, 19, 5311]",3
1912,"[2, 840, 3469, 33, 293, 1199, 89, 2551, 16, 53, 1, 47, 26, 223, 2552]",0
1913,"[2553, 9, 3470, 1701]",3
1914,"[2553, 525, 19, 3471]",3
1915,"[2553, 9, 525, 3471]",0
1916,"[2554, 3470, 525, 5312]",0
1917,"[35, 895, 53, 16, 42, 1, 693, 5, 181, 3365]",3
1918,"[2, 255, 80, 16, 190, 26, 895, 53, 1, 693, 5, 181, 3472, 6, 3473]",0
1919,"[2, 255, 80, 23, 26, 895, 53, 1, 693, 5, 181, 3472, 6, 3473]",0
1920,"[4, 41, 409, 26, 16, 140, 1, 13, 129, 1082]",3
1921,"[32, 61, 58, 1994, 1, 5, 1624]",3
1922,"[32, 61, 5, 80, 58, 3271]",3
1923,"[83, 80, 21, 14, 179, 58, 1994, 774]",3
1924,"[83, 80, 21, 14, 179, 58, 5313]",0
1925,"[194, 1994, 76, 396, 1, 5, 80, 28, 77]",3
1926,"[20, 3474, 5, 1226, 29, 186, 0, 329]",3
1927,"[20, 1611, 5, 1226, 33, 186, 0, 329]",3
1928,"[20, 1611, 5, 1226, 29, 186, 0, 329]",3
1929,"[52, 21, 20, 3475, 5, 1226, 33, 2555]",0
1930,"[52, 21, 20, 5314, 5, 1226, 33, 2555]",3
1931,"[20, 91, 3475, 5, 1226, 33, 186, 461]",0
1932,"[3476, 91, 1050, 0, 5315, 5, 824, 33, 103]",0
1933,"[3476, 91, 1050, 5, 824, 33, 103]",3
1934,"[5316, 23, 133, 5317, 27, 53, 591, 3433, 25, 5318]",3
1935,"[4, 146, 57, 0, 97, 23, 22, 133, 174, 1, 3477, 518, 1, 527, 53, 144, 5319]",3
1936,"[1083, 0, 2556, 23, 458, 29, 133, 3478, 145, 2557, 3479]",0
1937,"[2, 255, 2556, 23, 458, 29, 133, 3478, 145, 2557, 3479]",3
1938,"[4, 301, 750, 0, 537, 8, 1203, 23, 33, 55, 3480]",0
1939,"[4, 301, 750, 0, 537, 8, 458, 23, 33, 55, 3480]",3
1940,"[2558, 23, 29, 5320, 474, 11, 55, 2057, 31, 1591, 55, 5321, 31, 33, 133, 46, 1240, 1, 5322, 55, 718, 31, 33, 1, 13, 2058, 28, 55, 5323, 23, 133, 474, 11, 55, 2559, 94, 1388, 17, 72, 142, 4, 5324]",3
1941,"[224, 106, 23, 133, 1160, 1, 1633, 133, 29, 170, 391]",3
1942,"[137, 106, 23, 133, 1160, 1, 1633, 133, 29, 170, 391]",0
1943,"[4, 91, 85, 0, 318, 484, 9, 55, 329]",0
1944,"[4, 5325, 5, 26, 33, 1702, 9, 70, 3481, 33, 46, 2059]",3
1945,"[4, 91, 2520, 5, 26, 33, 1702, 9, 70, 3481, 33, 46, 2059]",3
1946,"[4, 91, 85, 55, 318, 484, 125, 55, 329]",3
1947,"[4, 91, 85, 55, 318, 484, 9, 55, 329]",0
1948,"[4, 91, 85, 0, 719, 125, 55, 318, 599]",0
1949,"[4, 91, 85, 55, 318, 484, 125, 339, 329]",0
1950,"[4, 91, 85, 55, 318, 484, 125, 0, 329]",0
1951,"[7, 9, 18, 172, 11, 1428]",3
1952,"[7, 172, 18, 11, 1428]",3
1953,"[1635, 1054, 9, 55, 3482, 432, 11, 1428]",0
1954,"[1635, 1054, 432, 55, 3482, 11, 1428]",3
1955,"[194, 699, 9, 419, 1084, 432, 11, 1428]",0
1956,"[194, 699, 1895, 419, 1084, 11, 1428]",3
1957,"[224, 3483, 9, 129, 3484, 698, 1703]",3
1958,"[224, 3483, 2060, 55, 3484, 698, 1703]",3
1959,"[20, 1030, 18, 9, 150]",0
1960,"[20, 1030, 95, 9, 109]",0
1961,"[20, 9, 18, 454, 150]",0
1962,"[775, 2560, 716, 9, 5326, 240]",0
1963,"[2, 1983, 9, 3, 965, 8, 617, 1704, 15, 0, 5327]",0
1964,"[20, 162, 5, 1068, 9, 14, 39, 2561]",3
1965,"[20, 162, 1068, 9, 45, 1, 13, 2561]",3
1966,"[20, 162, 1068, 9, 95, 1, 13, 2561]",0
1967,"[4, 2562, 5, 5, 288, 29, 55, 239, 6, 836]",0
1968,"[4, 2562, 5, 26, 6, 306, 5, 288, 29, 55, 391]",3
1969,"[4, 2562, 5, 5, 288, 29, 70, 239, 6, 836]",0
1970,"[81, 17, 30, 684, 12, 1, 420, 55, 316]",3
1971,"[81, 17, 684, 12, 1, 420, 129, 316]",3
1972,"[2, 1054, 8, 55, 8, 0, 3272, 91, 72, 0, 1205]",0
1973,"[2, 1054, 8, 3485, 8, 0, 3263]",3
1974,"[81, 17, 684, 12, 1, 420, 129, 1081, 9, 2061, 17, 2538]",3
1975,"[35, 6, 30, 306, 5, 441, 420, 55, 316]",3
1976,"[35, 6, 30, 306, 5, 441, 420, 55, 2563, 316]",3
1977,"[35, 6, 306, 5, 441, 420, 129, 316]",3
1978,"[48, 12, 17, 420, 55, 2563, 106, 6, 30, 836]",3
1979,"[2, 38, 23, 4, 61, 7, 3, 79, 8, 10, 2564]",3
1980,"[2, 38, 23, 4, 61, 7, 49, 79, 8, 10, 2564]",0
1981,"[2, 38, 23, 4, 61, 7, 3486, 79, 8, 10, 2564]",0
1982,"[4, 61, 277, 3, 79, 8, 451]",3
1983,"[4, 61, 277, 3486, 79, 8, 451]",0
1984,"[4, 91, 179, 277, 3, 79, 8, 1705]",3
1985,"[4, 91, 179, 277, 49, 79, 8, 1705]",0
1986,"[4, 966, 139, 30, 5328, 15, 5329, 5330]",3
1987,"[3487, 2565, 5, 0, 492, 2062, 382, 33, 46, 849, 28, 58, 708, 9, 77]",3
1988,"[3487, 2565, 5, 0, 492, 2062, 382, 33, 46, 849, 28, 58, 708, 9, 150]",3
1989,"[48, 0, 642, 10, 84, 6, 452]",3
1990,"[48, 458, 133, 148, 27, 57, 6, 30, 3488]",3
1991,"[48, 458, 133, 148, 27, 57, 6, 30, 836]",3
1992,"[48, 458, 133, 148, 27, 57, 6, 2026]",3
1993,"[48, 458, 133, 148, 27, 57, 6, 3409, 113]",3
1994,"[2566, 142, 288, 519, 511, 398, 2567, 1626]",3
1995,"[2566, 142, 288, 519, 511, 398, 2567, 2507, 105, 5331, 142, 288, 519, 511, 17, 13, 186, 205]",3
1996,"[2566, 142, 288, 519, 511, 398, 2567, 2507, 105, 5332, 26, 17, 13, 186, 205]",3
1997,"[330, 61, 5333, 67, 1176]",3
1998,"[2568, 276, 0, 107, 1, 5334]",3
1999,"[2568, 276, 5335, 0, 185]",3
2000,"[2, 1706, 61, 850, 3, 5336]",3
2001,"[2, 1706, 61, 3, 2063, 1, 2569]",0
2002,"[967, 276, 0, 107, 34, 821, 1679, 1, 2064, 2570]",3
2003,"[967, 159, 0, 107, 34, 821, 1679, 1, 2064, 2570]",3
2004,"[4, 104, 0, 1241, 34, 58, 350, 27, 0, 2571, 1, 58, 350, 11, 0, 2065]",3
2005,"[4, 968, 0, 1241, 34, 58, 350, 27, 0, 2571, 1, 58, 350, 11, 0, 2065]",3
2006,"[116, 276, 0, 107, 207, 0, 2572]",3
2007,"[116, 276, 0, 107, 307, 0, 682]",3
2008,"[116, 276, 0, 107, 163, 0, 534]",3
2009,"[116, 159, 0, 107, 207, 0, 2572]",3
2010,"[116, 159, 0, 107, 307, 0, 682]",3
2011,"[116, 159, 0, 107, 163, 0, 534]",3
2012,"[1085, 276, 0, 107, 233, 0, 5337]",3
2013,"[1085, 276, 0, 107, 84, 0, 616]",3
2014,"[1085, 159, 0, 107, 84, 0, 616]",3
2015,"[1085, 104, 0, 289, 233, 0, 1086]",0
2016,"[1085, 104, 0, 289, 84, 8, 0, 3489]",0
2017,"[1085, 968, 0, 289, 233, 0, 1086]",0
2018,"[1085, 968, 0, 289, 84, 8, 0, 3489]",0
2019,"[1087, 104, 0, 289, 27, 2066]",0
2020,"[1087, 104, 0, 289, 2067, 2066]",0
2021,"[1087, 968, 0, 289, 27, 2066]",0
2022,"[1087, 968, 0, 289, 2067, 2066]",0
2023,"[600, 6, 5338, 40, 1, 890, 42, 457, 104, 42, 3, 2573, 1, 3490, 1, 2068, 821, 27, 5339]",3
2024,"[422, 21, 12, 179, 0, 1707]",0
2025,"[422, 21, 12, 768, 0, 1707, 203, 2064, 2570]",3
2026,"[422, 21, 12, 585, 0, 5340, 203, 1708]",3
2027,"[4, 61, 0, 304, 1, 3491]",3
2028,"[4, 61, 0, 304, 1, 1242]",0
2029,"[4, 104, 0, 304, 1, 1242]",3
2030,"[4, 276, 0, 107, 1, 3491]",3
2031,"[4, 276, 0, 107, 1, 0, 839, 5341, 8, 0, 5342]",3
2032,"[164, 61, 0, 107, 1429, 1, 175]",0
2033,"[164, 61, 0, 107, 57, 0, 241, 1, 175]",0
2034,"[1087, 276, 0, 107, 57, 0, 241, 1, 175]",3
2035,"[1087, 276, 0, 107, 1429, 1, 175]",3
2036,"[1087, 159, 0, 107, 57, 0, 241, 1, 175]",3
2037,"[1087, 159, 0, 107, 1429, 1, 175]",3
2038,"[4, 104, 0, 304, 57, 0, 241, 435, 0, 1430]",3
2039,"[4, 104, 0, 304, 1, 0, 3492]",3
2040,"[4, 968, 0, 304, 1429, 435, 0, 1430]",3
2041,"[4, 968, 0, 304, 57, 0, 241, 435, 0, 1430]",3
2042,"[4, 968, 0, 304, 1429, 1, 0, 3492]",3
2043,"[116, 61, 0, 107, 207, 969]",0
2044,"[116, 61, 0, 107, 307, 969]",0
2045,"[116, 61, 0, 107, 163, 969]",0
2046,"[116, 357, 0, 107, 207, 969]",0
2047,"[116, 357, 0, 107, 163, 969]",0
2048,"[236, 61, 0, 107, 233, 0, 1086]",0
2049,"[236, 357, 0, 107, 233, 0, 1086]",0
2050,"[967, 61, 0, 107, 27, 1170]",0
2051,"[967, 61, 0, 107, 2067, 1170]",0
2052,"[967, 357, 0, 107, 27, 1170]",0
2053,"[967, 357, 0, 107, 2067, 1170]",0
2054,"[1598, 3, 2069, 204, 8, 580, 1, 0, 1243, 650]",3
2055,"[668, 8, 0, 5343, 237, 6, 3, 3493, 5344, 23, 61, 3, 2574, 5345, 1, 0, 3494, 19, 0, 3241, 5346, 122, 0, 2575, 8, 0, 3495]",3
2056,"[2, 455, 29, 3, 2069, 204, 8, 1360]",3
2057,"[2, 3493, 80, 29, 3, 2574, 2576]",3
2058,"[4, 3496, 3, 238, 198, 1, 57, 23, 462]",3
2059,"[375, 23, 367, 17, 22, 3, 238, 577]",3
2060,"[32, 776, 34, 1536]",3
2061,"[2, 351, 1016, 59, 1563]",3
2062,"[2, 351, 1016, 1, 1563]",3
2063,"[66, 3302, 5347, 8, 239, 119, 1, 45, 34, 25, 5348]",3
2064,"[2, 3174, 5349, 19, 0, 5350, 47, 0, 2577, 8, 3497, 11, 77]",3
2065,"[68, 387, 11, 1244]",3
2066,"[68, 387, 59, 3, 5351]",3
2067,"[68, 387, 59, 3, 5352]",3
2068,"[203, 190, 21, 12, 179, 0, 1707]",3
2069,"[203, 190, 21, 12, 768, 0, 1707]",3
2070,"[422, 21, 12, 768, 0, 1707]",3
2071,"[203, 190, 21, 12, 585, 0, 3498]",3
2072,"[422, 21, 12, 585, 0, 3498]",3
2073,"[219, 276, 0, 107, 1, 0, 353, 5353]",3
2074,"[219, 276, 0, 353, 5354, 0, 185]",3
2075,"[219, 276, 0, 353, 5355, 0, 185]",0
2076,"[219, 3499, 620, 25, 238, 3500]",3
2077,"[219, 3499, 25, 238, 5356, 1, 1709]",0
2078,"[224, 110, 63, 5357, 12, 5, 5358]",3
2079,"[2, 5359, 539, 58, 2578, 3, 5360]",3
2080,"[18, 745, 7, 1555]",3
2081,"[18, 745, 569, 1, 193]",3
2082,"[4, 276, 0, 107, 1, 5361, 64, 26, 387, 1643, 8, 77]",3
2083,"[632, 357, 0, 2579, 2580, 64, 126, 2070, 25, 2013]",3
2084,"[632, 357, 651, 1, 0, 5362, 64, 126, 2070, 25, 2013]",3
2085,"[716, 324, 42, 181, 235, 1, 5363, 64, 1047, 61, 26, 1, 42, 1228, 5364]",3
2086,"[4, 745, 221, 520, 16, 67, 5365, 5366, 64, 126, 145, 287, 1, 22, 5367]",3
2087,"[4, 114, 45, 0, 5368, 64, 154, 4, 285, 772, 14, 10, 5369]",3
2088,"[4, 768, 12, 3, 5370, 9, 12, 5371]",3
2089,"[4, 159, 45, 0, 2581, 64, 0, 1359, 777, 26, 5372]",3
2090,"[4, 276, 18, 0, 2581, 64, 51, 10, 767, 27, 0, 1710, 486, 3501, 9, 91, 509, 3502]",3
2091,"[4, 276, 0, 107, 1, 1245, 64, 51, 10, 767, 27, 0, 1710, 486, 3501, 9, 91, 509, 3502]",3
2092,"[2582, 968, 236, 3, 3503, 64, 26, 98, 1192]",3
2093,"[2582, 104, 236, 3, 3503, 64, 26, 98, 1192]",3
2094,"[2, 838, 114, 0, 5373, 2486, 1, 2355, 64, 30, 3, 1384, 110, 10, 2583, 2395]",3
2095,"[4, 503, 3, 382, 1, 5374, 64, 4, 1067, 26, 60, 122, 4, 104, 102]",3
2096,"[2, 838, 114, 0, 5375, 144, 5376, 64, 30, 3, 1384, 110, 10, 2583, 2395]",3
2097,"[4, 503, 5377, 3, 5378, 64, 4, 1067, 26, 60, 122, 4, 104, 102]",3
2098,"[702, 2584, 0, 5379, 64, 51, 91, 773, 102]",3
2099,"[2585, 114, 0, 3504, 16, 67, 778]",3
2100,"[2585, 114, 0, 3504, 11, 67, 778]",3
2101,"[4, 720, 0, 44, 1429, 1, 2586]",0
2102,"[4, 720, 0, 44, 57, 0, 241, 1, 2586]",0
2103,"[4, 720, 0, 44, 310, 8, 0, 241, 1, 2586]",0
2104,"[4, 720, 355, 0, 44, 3505]",0
2105,"[4, 720, 355, 0, 44, 3506]",0
2106,"[4, 720, 355, 0, 44, 57, 0, 1911]",0
2107,"[4, 720, 355, 0, 44, 310, 8, 0, 1911]",0
2108,"[970, 245, 5380, 27, 0, 814]",0
2109,"[970, 245, 57, 0, 241, 27, 0, 814]",0
2110,"[970, 245, 310, 8, 0, 241, 27, 0, 814]",0
2111,"[2, 181, 206, 776, 3505]",0
2112,"[2, 181, 206, 776, 3506]",0
2113,"[2, 181, 206, 776, 57, 0, 1911]",0
2114,"[230, 745, 0, 237, 0, 5381, 64, 255, 112, 40, 1336, 40, 0, 382, 1910, 5382, 5383]",3
2115,"[5384, 114, 0, 237, 5385, 5386, 64, 126, 387, 1639, 122, 51, 112, 1, 0, 5387]",3
2116,"[5388, 1711, 5389, 61, 2587, 3507, 3, 132]",3
2117,"[2588, 2071, 61, 3507, 67, 889, 16, 3, 132]",3
2118,"[2588, 2071, 61, 67, 889, 16, 3, 44, 1, 92, 2366, 2389, 11, 377, 2072, 5390, 11, 0, 5391]",3
2119,"[43, 61, 3, 2069, 204, 8, 580, 1, 0, 345]",3
2120,"[2, 590, 1910, 5392, 3508, 5393, 61, 3, 3509, 2073, 1, 5394, 5395]",3
2121,"[5396, 5397, 398, 63, 179, 3, 846, 8, 25, 2589, 1, 0, 5398]",3
2122,"[4, 104, 0, 5399, 1, 0, 5400]",3
2123,"[4, 104, 0, 5401, 0, 5402]",0
2124,"[2588, 2071, 61, 67, 889, 16, 3, 44, 1, 92, 2366, 2389, 11, 377, 493]",3
2125,"[2, 2590, 720, 3, 3509, 2073, 1, 0, 601]",3
2126,"[35, 6, 138, 940, 1, 212, 67, 889, 16, 3, 44, 1567, 34, 67, 2591]",3
2127,"[35, 6, 5403, 5404, 1, 179, 3, 2063, 1, 824, 23, 1712, 827, 27, 0, 3510, 5405]",3
2128,"[1910, 3511, 58, 3512, 3508, 971, 3, 2063, 1, 5406, 5407, 8, 1084, 5408, 16, 5409, 31, 2074, 5410, 5411, 5412, 1713]",3
2129,"[5413, 1021, 5, 14, 29, 696, 24, 37, 1567, 179, 3, 2069, 204, 8, 580, 1, 0, 5414]",3
2130,"[4, 78, 2509, 198, 12, 179, 88, 1714, 5415, 1, 686, 5416]",3
2131,"[779, 721, 0, 1865, 19, 535]",3
2132,"[2, 3513, 815, 2592, 59, 0, 2075]",3
2133,"[2593, 1231, 3, 2076, 163, 0, 629]",0
2134,"[2593, 1231, 0, 303, 19, 3, 3514]",3
2135,"[399, 780, 3515, 59, 0, 3516]",3
2136,"[399, 780, 0, 5417, 19, 5418]",0
2137,"[2, 3513, 3517, 2592, 59, 0, 2075]",3
2138,"[2, 685, 1246]",3
2139,"[2, 262, 115, 183, 0, 616]",3
2140,"[66, 1088, 494, 84, 8, 0, 5419, 703]",3
2141,"[2, 1715, 494, 3, 1088, 84, 8, 25, 703]",0
2142,"[330, 400, 3, 1247, 84, 8, 972, 16, 0, 629]",3
2143,"[330, 400, 70, 972, 59, 3, 1247, 16, 0, 629]",3
2144,"[330, 400, 0, 303, 70, 972, 59, 3, 1431]",0
2145,"[973, 309, 0, 552]",3
2146,"[898, 183, 0, 2077]",3
2147,"[850, 338, 0, 592]",3
2148,"[399, 118, 0, 650]",3
2149,"[3518, 5420, 1929, 217]",3
2150,"[3519, 3520, 217]",0
2151,"[5421, 5422, 118, 217]",0
2152,"[973, 309, 27, 0, 552]",3
2153,"[898, 183, 27, 0, 2077]",0
2154,"[850, 338, 27, 0, 592]",0
2155,"[399, 118, 27, 0, 650]",3
2156,"[973, 309, 602, 837]",3
2157,"[973, 309, 20, 15, 0, 837]",3
2158,"[898, 183, 602, 2328]",3
2159,"[850, 338, 602, 2594]",3
2160,"[850, 338, 20, 15, 0, 2594]",3
2161,"[399, 118, 602, 460]",3
2162,"[399, 118, 20, 15, 0, 460]",3
2163,"[317, 2595, 0, 165]",3
2164,"[317, 2595, 27, 0, 165]",0
2165,"[973, 309, 0, 3521]",3
2166,"[2, 3404, 2078]",0
2167,"[2, 171, 5423]",0
2168,"[2, 455, 2596]",0
2169,"[3, 2, 3522, 960, 0, 2393]",3
2170,"[2, 1369, 960, 217]",3
2171,"[898, 183, 0, 5424]",3
2172,"[3518, 5425, 27, 0, 5426, 3523]",3
2173,"[1432, 3320, 413, 5427]",3
2174,"[413, 5428, 5429, 217]",0
2175,"[957, 386, 0, 1205]",3
2176,"[2, 483, 209, 217]",0
2177,"[20, 2079, 0, 5430]",3
2178,"[20, 2079, 0, 1010, 5431]",3
2179,"[54, 1010, 232, 5432, 883]",3
2180,"[2, 579, 1246]",3
2181,"[36, 61, 0, 1241, 1, 113]",3
2182,"[2, 1241, 61, 1, 113]",0
2183,"[2, 603, 2078]",0
2184,"[2, 1715, 494, 3, 5433, 34, 25, 5434]",0
2185,"[1248, 414, 0, 290, 163, 0, 534]",3
2186,"[2, 290, 414, 163, 0, 534]",3
2187,"[2, 3524, 369, 0, 3525, 220, 0, 3526]",3
2188,"[2, 3525, 369, 220, 0, 3526]",3
2189,"[2, 2597, 3527]",3
2190,"[36, 418, 0, 1089, 15, 0, 3528]",3
2191,"[2, 1089, 418, 15, 0, 3528]",3
2192,"[2, 1433, 974, 0, 841, 11, 0, 3529]",3
2193,"[5435, 3530, 34, 0, 3531]",3
2194,"[2, 642, 3530, 5436]",3
2195,"[2, 5437, 5438, 2598, 27, 0, 1434]",3
2196,"[851, 5439]",0
2197,"[4, 961, 58, 3532]",3
2198,"[4, 5440]",3
2199,"[1435, 5441, 42, 852]",3
2200,"[1435, 5442]",0
2201,"[1716, 5443]",0
2202,"[967, 1717, 5444]",3
2203,"[4, 961, 451]",0
2204,"[1435, 5445]",0
2205,"[1716, 309, 240]",3
2206,"[1716, 2078]",0
2207,"[43, 815, 1322, 406, 0, 2599]",3
2208,"[43, 815, 406, 0, 2599]",3
2209,"[43, 2080, 1322, 1876]",3
2210,"[600, 172, 3533]",3
2211,"[600, 9, 3534, 1718]",3
2212,"[853, 2081, 969]",0
2213,"[853, 9, 1436, 5446]",3
2214,"[2, 1045, 5447, 0, 5448]",3
2215,"[2, 1045, 9, 0, 5449, 5450]",0
2216,"[2082, 3535, 1249]",3
2217,"[2082, 9, 2600, 3523]",3
2218,"[215, 1719, 553]",0
2219,"[215, 9, 436, 5451]",3
2220,"[2, 1720, 705, 234, 253, 2601, 15, 0, 3536]",3
2221,"[2, 1720, 705, 253, 2601, 15, 0, 3536]",3
2222,"[16, 1918, 8, 0, 844, 3537, 11, 975]",3
2223,"[48, 206, 3538, 711]",3
2224,"[48, 206, 5452]",3
2225,"[4, 309, 0, 603, 19, 49, 2083]",3
2226,"[54, 845, 309, 0, 552]",3
2227,"[54, 845, 300, 2078]",3
2228,"[393, 5453, 5454, 463]",3
2229,"[54, 5455, 1344, 463]",3
2230,"[54, 3539, 3540, 463]",3
2231,"[54, 5456, 5457, 5458, 9, 5459]",3
2232,"[54, 2460, 5460, 5461, 9, 5462]",3
2233,"[54, 2602, 232, 2084]",0
2234,"[54, 2602, 232, 962, 0, 5463]",3
2235,"[54, 3541, 232, 3542]",0
2236,"[54, 3541, 232, 1929, 0, 616]",3
2237,"[36, 380, 144, 241, 220, 0, 1434]",3
2238,"[36, 380, 220, 0, 1434]",3
2239,"[5464, 16, 5465, 5466]",3
2240,"[3543, 0, 318, 599]",0
2241,"[3543, 191, 5467]",0
2242,"[264, 118, 0, 534]",3
2243,"[264, 118, 27, 0, 534]",3
2244,"[5468, 721, 0, 5469]",3
2245,"[898, 183, 27, 0, 552]",0
2246,"[4, 380, 0, 165]",3
2247,"[4, 380, 27, 0, 165]",3
2248,"[4, 380, 15, 0, 165]",3
2249,"[4, 380, 253, 0, 165]",3
2250,"[2, 1090, 1250, 0, 1410]",3
2251,"[2, 1090, 1250, 27, 0, 1410]",3
2252,"[2, 1090, 1250, 15, 0, 1410]",3
2253,"[2593, 2595, 27, 0, 592]",0
2254,"[330, 2085, 60, 0, 2603]",3
2255,"[330, 2085, 0, 2603]",3
2256,"[36, 2604, 1015, 0, 3544]",3
2257,"[36, 2604, 0, 3544]",3
2258,"[2, 2605, 3545, 435, 0, 3546]",3
2259,"[2, 2605, 3545, 0, 3546]",0
2260,"[330, 928, 5470, 0, 2323]",3
2261,"[967, 172, 2606]",3
2262,"[967, 5471, 2606]",3
2263,"[20, 1721, 81, 3, 323]",3
2264,"[20, 104, 3, 304, 1242]",3
2265,"[20, 104, 81, 3, 1043]",3
2266,"[20, 104, 2607, 3, 1043]",0
2267,"[330, 400, 3, 1247, 16, 0, 629]",3
2268,"[330, 400, 0, 303, 3, 1431]",3
2269,"[2, 5472, 3547, 3, 350, 16, 0, 5473]",3
2270,"[277, 721, 580, 15, 0, 533]",3
2271,"[277, 721, 0, 337, 19, 1360]",3
